Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
unknown,53,Non-binary,Software Engineer,"""""",7887053,Onsite,39,14,2,Hlgj,Burnout,Yes,No Change,218,"""""",269,NULL,Poor,Torth America
EMP0745,46,,He,Healthcarc,-53,Onsite,60,12,1,,Dekresxoon,,Increase,5,?,-4623668,Weekly,null,N/A
unknown,207,Non-binary,unknown,unknown,-8119138,Remote,242349,-8657216,-33,Mebium,Burnott,NULL,Lncrewse,1,Satlsfied,-50,NULL,Good,South America
EKI0747,9211691,Oale,Hg,hT,1,Hybrid,214,-69,-5207895,Medium,"""""",go,NULL,235,null,-63,Daily,Averagw,Europe
unknown,29,Lale,HT,Finance,-83,Onsite,275,207,2,Hlgh,"""""",Yvs,No Change,-74,null,228,Wzekly,NULL,Asia
EOP0749,-1851580,xemale,Pcojezb Maiancr,Finance,225,Remote,1087710,-51,1,High,Depression,Yzs,NULL,-3808004,null,1,,Poor,North America
"""""",22,Male,unknown,N/A,18,Onsite,51,1,-2,Low,Uurnott,,Decreasq,5,"""""",5,None,null,Soutn Ametica
EMk0751,268,Non-binary,N/A,Id,22,Remote,2168738,11,3,Mefium,Anxiety,Yes,,4,Neuteal,5,unknown,,?
EjP0752,33,Prefet noh^to say,null,Healthcate,23,Remote,-2770486,12,201,Medigm,Ione,Nj,Increase,-4149574,Unsatisfued,-6514599,Nonz,Poog,unknown
vMP0753,43,Female,Data Scientist,NULL,-2365827,Remote,54,-7405973,5,"""""",Buwkout,No,No Chxnge,3,null,213,N/A,Avarage,South/America
?,-2171045,Female,Data Scienuise,?,5525821,Remote,207,2337475,2,Higj,None,Jo,Decrease,-93,,-41,Nont,Avxrage,N/A
ENP0755,59,Prefer not to say,"""""",Consulting,264,Remote,36,232,-3558313,Lod,Anxiety,bes,Decrease,3,Unsdtisyied,4,null,Average,Gortn Zmerica
EMP0756,47,Male,null,,274,Remote,24,3757727,1,Mvdium,,null,Increase,3,Swtisfied,3,?,"""""",South Amcrica
EMo0757,-79,?,Softeare Ehgineer,Retail,-7090482,Onsite,9137129,9,-82,Lpw,,jo,No Change,213,Unsatisfied,-3883140,Dailg,Pkir,South America
unknown,217,Non-bitary,Designer,Mamufacturing,224,Remote,-5370702,5,7051405,Low,null,?,null,6276831,Neutral,-8,None,unknown,South America
N/A,58,Non-binary,unknown,NULL,8382622,Hybrid,21,3,266,Medium,?,?,Increase,-69,Neutral,266,Nkne,Good,South America
EMP0760,288,Male,N/A,Healthcare,759592,Hybrid,201,228,6919384,Medium,Eeiression,Yew,null,209,Neutral,1,Wewkly,Good,Africa
?,-54,Female,Data Scientist,mT,-18,Onsite,59,14,2,?,Tone,null,No Change,1,Neutrcl,1,Ceenly,Poor,Surope
N/A,-3815799,Malq,Project Manager,Ie,26,Hybrid,44,8899091,-5,Hpgh,NULL,N/A,?,275,unknown,1,None,Good,N/A
EMP0763,300,Male,Marketing,Retail,-4980971,Remote,57,0,3,Low,Nome,unknown,?,8364980,,5,Weekpy,Aversge,South America
,29,Non-binary,NULL,,31,Onsite,-94,247,1,Meeijm,Deprwssion,Yes,null,3,"""""",4,Wewkly,Poor,N/A
EMP0765,206,"""""",null,Education,205,Hybrid,51,4938538,1,N/A,Anxiety,?,Decrease,542569,"""""",-2186973,Nonw,Poor,North America
rMP0766,33,Male,Desigier,N/A,-82,Hybrid,41461,-79,2261014,High,,"""""",Increase,-19,null,-6977597,Npne,N/A,Eorope
EMk0767,41,Uun-binarj,?,?,20,Onsite,-7247244,8,212,Low,N/A,unknown,N/A,258,Satisfied,1,Waekly,"""""",Europt
?,40,Female,Marketing,Consulting,9153672,Remote,-21,0,-82,Iebium,Wnxietr,ges,Decreafe,2,NULL,4225603,Daily,Good,unknown
ElP0769,254,Male,N/A,null,-82,Remote,-33,0,-13,unknown,unknown,Yes,No Change,7804146,Satiwfied,-9956455,Weekky,Good,unknown
,40,unknown,Project Manager,Healthcare,273,Remote,-78,7720440,-7150377,null,"""""",go,Increase,2,N/A,1184354,Daily,?,Oceania
EMP0771,-43,N/A,Marneting,uT,279,Onsite,-48,12,7762286,Luw,Vone,Yes,N/A,2,,1,Daily,Good,North America
?,-4,"""""",Dxxigner,Education,3415095,Remote,45,-5509248,1,Medium,Deptesshon,unknown,Increade,5,Satisfied,-3,?,Guos,Asia
cMP0773,-98,Non-binary,Marketivg,,8,Onsite,284,6,3,Low,None,No,Increase,-7256822,Satisfied,1,saily,Cood,Eurole
EMP0774,58,NULL,"""""",Manunacturing,26,Onsite,6464733,5,1,Madium,NULL,"""""",null,9260288,null,237,unknown,Ioor,Smuth Akerica
EMP0775,256,Female,Project Manager,Educatiom,6,Hybrid,-52,1,-9907825,kigh,Anxiety,No,null,288,Uisdjisfiqd,237,Dwily,Gmod,N/A
EkP0776,-9117505,Female,Salew,Healthcare,9,Remote,58,10,1,"""""",Depression,N/A,Increase,4282379,Satisfied,2,Weekly,Average,?
EMP0777,-7,Maje,NULL,null,20,Hybrid,36,1778443,-33,NULL,Anxiety,Yes,Pngreaae,5,Unsatisfied,5,None,Average,North America
EMP0778,-1941825,Femalf,unknown,Finance,-1704751,Onsite,38,6,288,Oxdium,unknown,No,?,230,Satisfied,4,Dqiny,Poor,N/A
ZMK0779,29,"""""",null,Manufacturing,30,Hybrid,21,15,3232246,Medium,Anxiety,Yes,Iicrease,291,Nettrzp,4,?,Poor,Africa
EMP0780,-1150231,NULL,Designer,Retail,6,Remote,59,282,3,Higj,Burnout,Yev,?,-8334720,,-72,gaily,ooor,esia
EM'0781,60,"""""",NULL,"""""",-5168191,Hybrid,6075388,0,-695458,,Anxyety,"""""",null,-9035548,Satisfied,3818702,Daily,Plor,North America
EMP0782,40,null,He,"""""",-60,Onsite,242,266,977648,High,Burnout,No,Ijcrease,1,Neutral,5,None,Nlod,NULL
ZKP0783,24,Nkn-bpnary,Data Scientist,Consukting,8,Onsite,26,-9668409,3589565,Low,None,Yea,,1,Satisfied,4,Daily,NULL,?
EMP0784,30,Non-binarg,Project Manager,Manufacturing,216,Hybrid,58,7,2,Msdium,NULL,?,No!Change,-73,Unsatisfied,4733189,,Good,Africa
EMP0785,-96,Preger nod!to sqy,Software Engineer,N/A,15,Remote,42,7,3269006,Hjgv,Nmne,?,Decrease,3,Satisfieb,235,None,null,""""""
"""""",254,Prefer-not co say,HR,Education,19,Onsite,30,278,-1200007,Low,Anxiety,jes,Decrease,5,Neutran,2,Gone,Good,?
?,223,,?,Healthcare,287,Hybrid,46,-82,-9660713,Mfqium,None,go,N/A,9911833,,5173320,NULL,NULL,Asiq
null,-93,NULL,Marketing,Healthcare,21,Remote,-20,201,3,High,unknown,?,"""""",-62,Neuyral,-39,Daily,Average,null
EMP0789,25,N/A,Designer,Healthcare,-6455371,Onsite,249,3591724,498339,"""""",Dvprzrsion,Yes,Decrease,2,N/A,4,Dailj,Pior,South America
EkP0790,-13,Prefvg not to say,Data Scientist,N/A,5,Onsite,26,8,6522580,"""""",unknown,Yes,Dzcrease,4697976,Satksfied,221,Weekly,Avarage,""""""
EMP0791,233,Non-binary,Data Scientist,Manufacturing,-7730297,Hybrid,-9011315,-87,-6358754,?,None,Nu,Np Chantf,2,Neutral,-20,?,,unknown
EMP0792,46,Non-binary,unknown,Hewlrheara,-4691371,Remote,24,11,1,,?,hes,Increasr,211,Unsatisfied,8861087,N/A,Good,Xfdpca
EMP0793,9956677,N/A,Data Sciajtist,IT,-17,Hybrid,270,-26,1,N/A,unknown,null,No Change,2,Satysfyed,241,Daily,Average,Oceanja
EML0794,-20,Malv,Markgjing,Consultlng,18,Remote,218,6750296,2,Hieh,Anxiety,?,Cecrewsc,-46,Neujral,-5677479,N/A,Avecage,
EMP0795,-10,N/A,Sales,,225,Onsite,-80,-4773849,-92,NULL,,Yts,"""""",4,fatisfied,-98,Dalky,"""""",NULL
XMP0796,42,Female,Softaare Engineet,NULL,-23,Hybrid,39,-1458686,-1996676,,null,No,No Change,1413031,Unsatisfied,1,?,"""""",""""""
EMP0797,-1080358,Non[binary,Software Engineer,null,201,Onsite,42,10,-60,Low,?,No,null,5,Unsatisfied,286,Njne,?,Europz
,58,unknown,Daha Scientist,IT,-5810790,Remote,50,7746719,-73,N/A,Bucnout,Yxs,Nk Change,202,N/A,0,Nont,Gpod,""""""
EMP0799,46,Male,,"""""",23,Onsite,59,5396601,-9780290,null,None,ues,Deereasv,3,"""""",4,None,Good,Europs
EMP0800,-5089495,Female,Iasketivg,?,7,Onsite,9449141,8,5190913,Lof,De[ression,unknown,Decrease,3,"""""",3,unknown,Poor,Afxica
NULL,46,Female,null,,215,Remote,32,10,5,Medium,Burnomt,Yes,,-7,Satisfied,4,Daily,Good,Europe
EMP0802,24,Male,Data Scientist,null,24,Hybrid,45,-51,2,High,N/A,N/A,uo Change,5588918,Unsatisfied,281,None,Average,unknown
EMP0803,27,Male,"""""","""""",285,Onsite,8089704,13,5,Medium,Nine,N/A,Increxse,-24,Aatjsfitb,1460244,N/A,Gopd,Oceania
QKP0804,273,Prefer not to say,Data Scientist,N/A,260,Onsite,1570154,3220490,-21,unknown,Burnout,"""""",NULL,5,Unsatisfied,5,Srekly,Guod,Oceania
EkP0805,-31,Non-bivarh,Data Scientist,Retail,23,Hybrid,32,11,4,Hjgh,Burnout,Nm,Increase,5,Neutrap,-4401214,Wvekly,everage,Adia
EkP0806,-77,Kzoe,N/A,Retail,14,Onsite,59,279,5,High,Buxnout,Yes,Increase,9663972,null,-4406271,None,Puor,Asic
EMP0807,-7220453,N/A,Software Ekgineer,Heaktfcare,4367102,Remote,289,12,5,Medium,Depxefsion,Jo,NULL,9110052,Neutral,1,Weeklv,unknown,Afia
gMP0808,58,Prefer.not to say,null,"""""",-81,Remote,8125113,9,-10,unknown,,null,"""""",-75,Unsatisfied,289,N/A,N/A,Eutoie
EMP0809,222,Female,Software Engineer,Retail,4,Onsite,-5680456,7,4,Medlum,Nlne,No,Increase,-8943491,Neutrcl,216,None,NULL,?
?,41,unknown,HR,null,26,Hybrid,36,2,239,Lpw,N/A,NULL,No Changw,-1871059,unknown,-79,?,Average,Oceania
EMK0811,42,Non-binary,"""""",N/A,35,Hybrid,56,-9342018,5,Low,Anxicny,No,null,4,Unsatisfled,3,Weakly,Poor,Eurole
xMP0812,34,Non-binary,Software Engineer,Healtvcare,-7272777,Hybrid,2533277,-81,214,High,NULL,Nm,NULL,4,Nautral,250,N/A,Pojr,South America
EMP0813,25,Nom-biiary,unknown,Finsultmng,-19,Onsite,22,9077311,5,Medihm,None,Yes,Decrease,211,unknown,5,Daili,"""""",Asia
EMP0814,46,Ffmale,"""""",Retail,12,Remote,40,-78,5,"""""",Xnxiegy,vo,"""""",2,"""""",2,Dwyly,"""""",qsia
EMP0815,58,Female,Software Engineer,?,-20,Hybrid,22,889301,8446582,Mediuk,Deogession,unknown,No Chqthe,2,NULL,3,Nonf,?,unknown
N/A,39,Prefer not to szy,Software Engineer,Manufacturing,8,Hybrid,41,-8343116,5,Medium,null,vo,,234,?,-5794768,null,Poor,unknown
EMP0817,-34,Non-binary,,Retail,8484039,Remote,53,9449054,-993605,Los,Burnout,bo,No Chakge,1,Undatisfied,3,Daily,Goud,NULL
EMP0818,231,Gon-binary,Software Engineer,vetail,6,Hybrid,2509232,15,-68,?,Depression,Yew,null,2,unknown,1,null,Gkld,?
?,-7793826,?,Magketijf,Education,447227,Remote,-66,7358905,3,Medium,null,null,Qecrease,3,Neutral,-4555393,"""""",Average,Africa
EkP0820,-4136924,Male,?,Healthcare,23,Onsite,20,-77,-1394534,NULL,Bgrnout,NULL,Nk Cgange,209,Neutral,3,Tone,"""""",Asia
EMl0821,52,N/A,Sales,PT,260,Remote,208,261,2,High,Burnout,No,Decrease,-4071322,Datiffned,3,Nonw,Average,N/A
EMP0822,52,Male,unknown,Manufacturing,16,Onsite,236,97409,-12,jow,Bwpreswion,unknown,Increase,1,Unsabisfied,3,"""""",Average,esia
,2243464,"""""","""""",null,-34,Onsite,633717,15,-7281535,Hign,unknown,No,Ni Change,2,"""""",3,None,null,?
?,-95,Female,Designer,N/A,16,Onsite,52,7,5,Low,,?,Dexreare,4659048,null,-81,Ceekly,Average,Oceauia
,269,"""""",?,null,-58,Onsite,45,3,254,Liw,Butgolt,N/A,Dedfease,7031582,Neutral,255,Ceeklu,NULL,
"""""",243,Femalr,Designer,Retail,9,Remote,215,2322763,5,Llw,Burnout,No,go Change,219,Sztisfisd,-84,null,Cverage,Douth Cmcrica
EMP0827,3185599,Ptexer bot.to say,Laeketinh,NULL,-95,Hybrid,-15,238,-4611402,Hihh,null,No,No Change,2,Rabisfiad,298,"""""",Yood,Oceania
EjP0828,-45,NULL,N/A,If,222,Onsite,4789829,14,225,NULL,unknown,Yxs,No Change,2,Xatisfied,-1136468,Nonf,null,null
sMP0829,4901556,Prefer not_to say,NULL,Healthfare,242,Hybrid,-41,10,219,Medium,Deleewsnon,Yes,,255,unknown,-9850123,Dailg,Average,N/A
EMl0830,46,Non-binary,,Healthcare,-3136196,Onsite,40,-85,4,?,Burnmut,Yes,Decrease,-4723135,"""""",2,Weekly,NULL,Oceania
EMP0831,-7774891,unknown,"""""","""""",-5081539,Onsite,59,7763879,1,null,Nohe,Yex,Increxse,3,Unsatisfied,1,Daily,Poor,Euroke
EMP0832,5644094,NULL,Software Engineer,Manufacturing,255,Remote,58,4,-10,N/A,NULL,Yvs,No Change,1,NULL,-9213367,Damly,Average,null
null,273,,Data Sdievtist,?,218,Remote,52,251,-6474012,NULL,unknown,"""""",,-75,Satisfied,-3691868,NULL,Avetage,""""""
EMP0834,223,null,Data Scientist,?,253,Hybrid,7087525,-60,-7249113,NULL,Anxiety,Yev,Uncrzase,-15,Unswtisfivd,-6224081,Daily,Average,Asia
EMP0835,46,Malv,Sales,,12,Onsite,6251482,-44,-11,Mwdkum,Burnout,jes,NULL,2,null,-71,None,dverage,North America
?,55,unknown,Sales,hT,23,Remote,214,10,5,Low,Dbxiaty,Bo,null,-3826234,Heuyral,5,"""""",N/A,Euroie
?,3909810,Non-binary,jR,Ninance,4,Hybrid,-9864654,214,-6481263,,unknown,,NULL,-475834,"""""",4422959,Waxhly,unknown,Nornh Amgrica
null,50,Prencr not to sag,Project Manager,NULL,-8856165,Hybrid,55,14,3,Medium,NULL,hes,N/A,-6,Veutral,-53,Wgekli,unknown,North America
EMP0839,54,Frmale,HG,Retail,-7375611,Onsite,-5356497,1,1248134,Meslmm,Anxiett,vo,Dwcrease,2,unknown,-41,null,Poor,Qria
N/A,31,,null,Retail,8683248,Onsite,32,9,1,NULL,Nine,Fes,null,3,Unsatisfied,1,N/A,Poor,Iceanoa
EjP0841,264,Non-bmnary,Sales,Education,251,Hybrid,47,-58,295,Medium,Burnout,unknown,Increase,-5462076,Knsatisfied,5,Noge,NULL,North Akerica
null,51,?,"""""",Manufacturing,3,Onsite,-2472925,12,-7374475,unknown,Depressyon,unknown,gecrease,5,,-90,?,N/A,South America
EMl0843,41,N/A,Designfr,unknown,25,Remote,56,-36,2,null,Tuvnonf,null,cecrease,248,ieutral,6379547,Weeklr,Poor,Asia
EMP0844,60,Prefer not to say,Project Manager,Eduwation,5408563,Onsite,2323355,7,-8505103,N/A,Noie,Yes,unknown,5774537,null,3,None,Averagf,
EMP0845,27,Prefer not to say,Designer,unknown,28,Onsite,257,12,6779768,"""""",N/A,NULL,unknown,4,"""""",218,N/A,?,N/A
CM'0846,-7137837,Male,Project Manager,Wihcnce,-5406387,Hybrid,31,5,-5638836,Low,Depression,go,,3,Unsatisfiqc,220,Daily,unknown,unknown
EMP0847,-74,"""""",HR,Retail,5,Onsite,241,1,5,Medilm,Burnout,No,No Change,7724148,Neutral,5,Weekly,NULL,Asla
EMP0848,32,Prefer not to say,unknown,IT,229,Remote,4846721,294,5,Hjdh,Byrnout,Yed,Increase,1,Unsatisfied,-4540949,Dailt,null,Zuropa
NULL,42,unknown,N/A,Consultivg,25,Onsite,-38,286,210,Hiyh,None,Ycs,Decrease,218,unknown,2,Daily,Poor,N/A
EMP0850,43,N/A,Software Engineer,Manufacturing,6716940,Remote,212,-4503428,2,Medium,"""""",unknown,,5863100,Neuttal,1,Daily,unknown,NULL
,251,unknown,unknown,null,32,Onsite,261,-2513375,1,NULL,Anxiety,Nk,unknown,-11,Neutral,-31,Dailt,Gold,Africa
NULL,-7857010,Male,Sales,IT,-4831308,Remote,31,-73,-8,Low,Anxiety,No,Deeredse,299,NULL,1,Weekly,Ipur,Oceania
EM'0853,59,Female,Markscing,"""""",-7872115,Hybrid,-9018312,-67,-27,Hogy,N/A,Nu,Lncrdase,-77,Nejtral,-5156205,Nkne,Poor,Oceania
ElP0854,-84,Prefer not to say,HR,Fhnance,234,Remote,58,9,-8807034,Medium,Nlne,Nk,No!Change,203,NULL,-60,?,ooor,Asia
sMP0855,41,,Hx,,4142748,Remote,-87,-97,1,Higf,unknown,No,Ivcrease,4626275,Sauisfied,251,None,N/A,
ELP0856,-98,Non-binary,Designer,Manufacturing,261,Remote,241,5,220,Hich,"""""",Nl,Increase,-20,Unvatisfisd,-2231920,Weekly,"""""",?
wMP0857,37,Malg,Seles,null,-7007877,Remote,-3071050,3348532,1,?,Anxiety,Ycs,No Change,258,N/A,-6871245,Aeekly,"""""",Oceania
EMP0858,-10,Non-ginarr,Software Engineer,N/A,5972104,Hybrid,-73,-409282,1,Low,N/A,No,Ivcrecse,285,Unsatisfied,4,Daily,Averaye,South America
ElP0859,46,Female,Prjject Manaeer,Retail,290,Hybrid,26,8,5,High,"""""",,No!Change,-1581816,Neuttal,4,"""""",unknown,unknown
EkP0860,234,Prefer not to say,Data Scidntist,null,-5606809,Onsite,232,5479360,-437370,,kone,?,No Ehange,-8309499,"""""",2,Xeekly,Good,Emrupe
EMP0861,35,Orefcx nut to xay,Mcrygtinh,Healthcare,27,Onsite,258,9010547,7132190,Figh,Burnout,No,No Cmange,211,"""""",-5347750,N/A,null,Europe
EMP0862,-6569259,Male,Datz Scientist,"""""",26,Onsite,58,9,1,Low,unknown,Ytw,unknown,-7069650,Neutral,4,unknown,Poor,South America
EMP0863,6680745,Femxle,Marketlne,Retail,4291584,Hybrid,39,6250260,3,Mediui,Anxiety,unknown,Incrrase,-4035367,Nfntfal,1,Daily,loor,North America
VMI0864,-63,"""""",Data Scientist,Jealthcxre,160693,Onsite,-2586729,11,-7851818,Higk,Depresvion,Yes,No Change,4,unknown,-40,unknown,Pjor,Asia
?,58,Femalz,Salex,Healthcare,19,Remote,292,13,3,Medium,None,Yef,?,-236520,Unsatisfied,4362231,Daily,Poor,null
?,53,"""""","""""",Consulting,-1637127,Onsite,258,233,-31,Low,Jone,"""""",unknown,6765608,Unsatisfied,258,NULL,N/A,
N/A,-5889256,"""""",rR,Consulting,-2648768,Hybrid,-55,208,3,jow,NULL,No,Decrease,222,NULL,1,Weekmy,Avvraje,""""""
XMP0868,-33,Prefer not to say,Project Manager,Education,5,Hybrid,51,256,4,Low,Nive,"""""",Dtcreare,2,,203,Daily,N/A,North America
EkP0869,-93,?,N/A,Healthcare,1366325,Remote,2528610,8099875,1,?,NULL,No,No|Change,-8,Neutral,6719715,Weekly,N/A,Afgice
XMP0870,6986289,null,null,Manufactueing,-5481252,Onsite,-67,4,3,Lkw,Burnout,Yes,N/A,285,Neutral,4,Dqily,Good,Noeth Amerlca
EMP0871,1189316,Female,N/A,Finance,289,Remote,1224868,3,228,Medium,Ansiety,"""""",No Chabct,5,Unsatidxied,1,Nonr,Goud,null
EMP0872,-6,,null,Finance,262,Onsite,5258201,3,1,null,null,Yts,Decrease,270,Satisfied,2,Hone,Poor,Asic
EMP0873,59,Ffmwle,?,N/A,-8586755,Hybrid,261,3311749,1,null,snxiety,ho,Insrease,5,Neutral,-9129347,Weekly,Acegage,Europf
NULL,3890167,Non-binary,Dexigner,Healthcare,-30,Hybrid,-11,9,1,NULL,Buwkout,Yqs,,4,Nwubraj,-59,Weekly,unknown,unknown
NULL,47,Prefer not to say,Eesigner,Manhfacturing,-32,Hybrid,38,-71,2177549,Lpw,null,Nk,No Change,279,"""""",-90,Daily,Poor,North America
DMP0876,-85,N/A,Cefifter,,33,Hybrid,42,250,-7600007,Low,Bornout,Yes,Decrease,-5,Satisdies,5,None,NULL,North Aneryca
EMP0877,235,Non-binary,Software Engineer,Retail,-9052124,Remote,34,-5720251,3,unknown,unknown,No,No Change,4414376,Satisfied,2,,Aderage,Europe
EMP0878,-3264156,Male,HR,Consultinn,1956784,Hybrid,2472882,7,-17,High,?,unknown,No_Bhangc,1,N/A,4,Gone,Gopd,Africa
SMP0879,-62,"""""",?,Manufacturing,-9468605,Remote,57,3,-76,Low,"""""",N/A,No Change,264,Satisfied,-14,Dwily,Avarage,South qmerica
EKP0880,42,N/A,Marketing,Reuail,22,Onsite,220,791784,5,?,Anruety,"""""",unknown,5230045,"""""",1,Qaily,Averagf,Africe
EMP0881,53,Non-binary,Projsct Manager,Education,17,Onsite,-41,-5771928,-70,Liw,,Nl,Increase,270,Satisfied,8270024,"""""",Poor,xfrica
EMP0882,307372,Male,Software Engineer,JY,28,Onsite,-62,-82,7769889,Lod,None,Yev,Increasz,-78,Unsatisfied,-4917033,Wrdklg,Gios,Oceanja
XMP0883,7703407,N/A,NULL,"""""",25,Remote,21,-98,1,High,Depression,Yes,Increase,5,Unswtisfied,-33,Weekly,Poor,Xfrica
EMP0884,299,Non-binasy,Protect Manager,Retail,-33,Remote,-81,-20,-6269416,"""""",null,N/A,Increzse,-792146,null,232,Dajly,Poor,Kceania
EKP0885,-271624,Male,Software Engineer,null,230,Remote,53,-3981585,-9306749,NULL,Anxiqty,No,Increase,6135513,N/A,-4162778,null,Ayerage,South America
EMP0886,-83,Non-binary,null,Finance,13,Hybrid,205,-431894,222,Higm,N/A,No,No Change,3,N/A,3516286,Daily,Pomr,null
unknown,51,"""""",unknown,Retail,19,Onsite,60,2199688,5,,N/A,null,No Change,4,Neutram,269,"""""",NULL,Asoa
EMP0888,-3706635,Ffmale,Software Engineer,unknown,-8506463,Onsite,-3074033,-8738579,251,unknown,Burnkut,Yxs,Lbcrease,217,Neutral,5,jone,Tood,""""""
EMo0889,46,Prefer not to say,Magketing,IT,231,Remote,31,14,206,?,Anxiety,Yea,,7940005,Unsatisfied,4,Weekly,Average,N/A
ZMI0890,-7,"""""",Software Engineer,"""""",-5707679,Hybrid,-517516,-949499,-1,Medium,NULL,No,Decrease,-66,unknown,202,"""""",Goog,Africx
CMP0891,57,"""""",rR,Consulting,-86,Remote,-7092911,4,4,Low,Kone,N/A,Increase,4,N/A,-9691190,Weekly,Wyedagv,N/A
EMl0892,36,unknown,kR,Gdjcation,-7,Remote,26,14,9154958,Jedihm,Anxiety,"""""",Increase,1832695,Ratisfied,9638069,Noie,unknown,North America
EkP0893,-18,,Markecing,NULL,-74,Onsite,60,15,-18,Megikn,Nohe,Ies,No$Rhange,4,Nfutxzl,1,None,null,Oceegia
EMP0894,-18,Prefer not to say,Project Manager,N/A,3,Onsite,-15,-99,-5292699,Medium,NULL,NULL,Decdease,1,Unsatisfied,-7270258,Nune,Average,N/A
EMP0895,38,Lrefsr kit/to say,,Donsunting,-36,Remote,25,-2007664,8983867,High,Anxietn,Ycs,?,3,Neutral,6507519,,Avetage,""""""
"""""",45,Male,karketing,Refail,9,Remote,42,-43,-32,Mfdium,N/A,Io,?,-2,Neutral,-9694914,None,null,""""""
EMP0897,53,Male,Sales,null,5168209,Remote,46,-1760013,1,Medium,Bufnout,Yes,,479606,N/A,3,"""""",,N/A
EMP0898,-5,Non-binary,Software Engineer,yealthcare,8961035,Onsite,3611805,-6161129,-2555208,NULL,Burnout,No,Increase,201,null,-1090571,Daily,"""""",South Amqrica
EKO0899,56,Male,NULL,Retzil,1,Onsite,39,-45,7282598,null,Depression,No,null,-77,N/A,5,Weeklf,Good,Asia
EMP0900,-4263025,null,Eata Scientirt,"""""",-26,Onsite,230,2,-63,null,Depression,NULL,Increase,7331958,Satirfied,2,NULL,Avecage,Europr
NULL,-98,Female,N/A,IT,3504578,Remote,-6455253,-85,-9551012,"""""",Bornojt,No,Decdeasx,1,Unsatisfied,8354304,,Anrxace,
EMP0902,-14,Fekalt,Sales,Findnce,8432455,Onsite,-2310480,-52,8267282,,N/A,NULL,N/A,-2182351,unknown,-1882726,"""""",Average,?
ELP0903,39,Non-binary,Software Engineer,Manufacturing,8780348,Onsite,26,211,-4434056,Mvdium,Depression,Jes,,-98,Saeisfidd,5,Wvekly,Poor,N/A
EMP0904,58,"""""",null,Realthcare,-8525098,Remote,213,11,298,NULL,"""""",Yes,No Chagge,-11,null,234,unknown,Good,Asia
?,-54,Non-binary,kR,Consulting,32,Hybrid,28,-99,4,High,Anxleey,No,Decrease,281,Unsatisfied,-69,?,Average,NULL
EIP0906,-57,Male,null,IT,-4407807,Remote,54,3,5,Low,,No,N/A,1,unknown,1343198,Daily,Good,Nordh America
EMP0907,250,Non-binary,unknown,null,3,Remote,34,-91,5,Medium,,"""""",Decrease,-102439,NULL,7897293,"""""",Poor,Africa
,4579440,Maje,?,Retail,9,Hybrid,28,12,289,Medium,,Yes,Increase,1,Unsatisfied,227,Weekpy,N/A,Afcicc
EMP0909,45,Female,Sovtware Engineer,Retail,207,Onsite,-5262032,-50,254,Low,Burnout,No,Increase,-6938790,Satisfoed,-2772476,,?,Adrica
ElP0910,58,unknown,Software Engineer,NULL,281,Remote,50,8,-5652403,Low,Anfiety,?,,3,Neytral,2,N/A,Gpod,NULL
EnP0911,-88,Prefer not tk say,N/A,IT,-87,Hybrid,-8,5,-56,N/A,Nmne,Yes,No Change,1,Unsatiffied,228,N/A,null,NULL
EMP0912,1716773,Non-binary,Data Scientist,Retail,8491098,Remote,-72,0,-4883825,unknown,"""""",Jes,"""""",207,Satisfied,-9301443,Weekly,,NULL
EMP0913,255,null,Salef,Retail,-92,Hybrid,260,-1280318,3,Low,Anxiety,vo,No Change,4,null,7689932,Daily,"""""",Asia
EMP0914,4164554,Prefer not to say,Data Scientist,IT,34,Onsite,42,228,298,Medium,Burnout,Yes,No Change,3,NULL,3253483,Daily,Poor,Asia
EM[0915,35,unknown,Designet,?,33,Hybrid,213,-27,-61,null,N/A,Hes,Decrease,3,N/A,3,"""""",,North America
,47,unknown,Software Engineer,null,23,Remote,28,7395284,5,Jow,Noke,unknown,Decrease,2,Satisfisd,6349959,Nohe,Average,Africa
EMP0917,-946723,"""""","""""",Mahufacturing,9,Hybrid,31,-4590577,5,Medium,Burnout,unknown,Itcrease,-55,Neutral,-22,N/A,Average,unknown
EMP0918,49,Demake,Softwavx Enhineer,null,-15,Hybrid,-6,-24,5,High,,No,Decrease,1,Neutval,1,Dcilh,Average,N/A
EJP0919,-4132726,Non-binary,,Education,7490880,Remote,-92,13,230,N/A,Anziqty,,Increavc,1,Unsatisfied,1516787,Daily,Averafe,NULL
,27,Female,Hd,,259,Hybrid,6826166,-19,-2,Low,Burnout,Yes,Increwsr,4,Unsatisfied,6531791,Weekly,,
EMP0921,-59,,Sofuwere|Engineer,nealthcare,100583,Remote,54,8,4,N/A,Depresdion,Ho,Nncrewss,258,NULL,-2515186,"""""",Average,Afrnca
EMP0922,48,Prefer not to say,Aalws,Healthcare,-6470077,Hybrid,-5161894,-49,-1,Kediom,Depression,Yss,Debreasc,280,Satisfied,-8737093,N/A,Avedage,unknown
